"feature_id","protein","uniprot_accession","source","source_record_id","evidence_scope","evidence_code","publication_id_type","publication_id","pubmed_id","doi","title","journal","year","authors","publication_url"
"InterPro:IPR015943:1:6a94d4d3","FBXW7","Q969H0","InterPro","IPR015943","entry_literature","InterPro_entry_literature","PubMed","15150269","15150269","10.1074/jbc.M403351200","Identification of functional residues on Caenorhabditis elegans actin-interacting protein 1 (UNC-78) for disassembly of actin depolymerizing factor/cofilin-bound actin filaments.","J. Biol. Chem.","2004","Mohri K;Vorobiev S;Fedorov AA;Almo SC;Ono S.","https://pubmed.ncbi.nlm.nih.gov/15150269/"
"InterPro:IPR015943:1:6a94d4d3","FBXW7","Q969H0","InterPro","IPR015943","entry_literature","InterPro_entry_literature","PubMed","12377130","12377130","10.1016/S0969-2126(02)00840-7","Archaeal surface layer proteins contain beta propeller, PKD, and beta helix domains and are related to metazoan cell surface proteins.","Structure","2002","Jing H;Takagi J;Liu JH;Lindgren S;Zhang RG;Joachimiak A;Wang JH;Springer TA.","https://pubmed.ncbi.nlm.nih.gov/12377130/"
"InterPro:IPR015943:1:6a94d4d3","FBXW7","Q969H0","InterPro","IPR015943","entry_literature","InterPro_entry_literature","PubMed","9514722","9514722","10.1006/jmbi.1997.1511","Refined crystal structure of methylamine dehydrogenase from Paracoccus denitrificans at 1.75 A resolution.","J. Mol. Biol.","1998","Chen L;Doi M;Durley RC;Chistoserdov AY;Lidstrom ME;Davidson VL;Mathews FS.","https://pubmed.ncbi.nlm.nih.gov/9514722/"
"InterPro:IPR019775:1:6682f6fc","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","11814058","11814058","10.1007/PL00000838","WD-repeat proteins: structure characteristics, biological function, and their involvement in human diseases.","Cell. Mol. Life Sci.","2001","Li D;Roberts R.","https://pubmed.ncbi.nlm.nih.gov/11814058/"
"InterPro:IPR019775:1:6682f6fc","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","10322433","10322433","10.1016/S0968-0004(99)01384-5","The WD repeat: a common architecture for diverse functions.","Trends Biochem. Sci.","1999","Smith TF;Gaitatzes C;Saxena K;Neer EJ.","https://pubmed.ncbi.nlm.nih.gov/10322433/"
"InterPro:IPR019775:1:6682f6fc","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","30069656","30069656","","WD40 Repeat Proteins: Signalling Scaffold with Diverse Functions.","Protein J.","2018","Jain BP;Pandey S.","https://pubmed.ncbi.nlm.nih.gov/30069656/"
"InterPro:IPR019775:2:5494271c","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","11814058","11814058","10.1007/PL00000838","WD-repeat proteins: structure characteristics, biological function, and their involvement in human diseases.","Cell. Mol. Life Sci.","2001","Li D;Roberts R.","https://pubmed.ncbi.nlm.nih.gov/11814058/"
"InterPro:IPR019775:2:5494271c","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","10322433","10322433","10.1016/S0968-0004(99)01384-5","The WD repeat: a common architecture for diverse functions.","Trends Biochem. Sci.","1999","Smith TF;Gaitatzes C;Saxena K;Neer EJ.","https://pubmed.ncbi.nlm.nih.gov/10322433/"
"InterPro:IPR019775:2:5494271c","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","30069656","30069656","","WD40 Repeat Proteins: Signalling Scaffold with Diverse Functions.","Protein J.","2018","Jain BP;Pandey S.","https://pubmed.ncbi.nlm.nih.gov/30069656/"
"InterPro:IPR019775:3:123e7720","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","11814058","11814058","10.1007/PL00000838","WD-repeat proteins: structure characteristics, biological function, and their involvement in human diseases.","Cell. Mol. Life Sci.","2001","Li D;Roberts R.","https://pubmed.ncbi.nlm.nih.gov/11814058/"
"InterPro:IPR019775:3:123e7720","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","10322433","10322433","10.1016/S0968-0004(99)01384-5","The WD repeat: a common architecture for diverse functions.","Trends Biochem. Sci.","1999","Smith TF;Gaitatzes C;Saxena K;Neer EJ.","https://pubmed.ncbi.nlm.nih.gov/10322433/"
"InterPro:IPR019775:3:123e7720","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","30069656","30069656","","WD40 Repeat Proteins: Signalling Scaffold with Diverse Functions.","Protein J.","2018","Jain BP;Pandey S.","https://pubmed.ncbi.nlm.nih.gov/30069656/"
"InterPro:IPR019775:4:004fe52b","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","11814058","11814058","10.1007/PL00000838","WD-repeat proteins: structure characteristics, biological function, and their involvement in human diseases.","Cell. Mol. Life Sci.","2001","Li D;Roberts R.","https://pubmed.ncbi.nlm.nih.gov/11814058/"
"InterPro:IPR019775:4:004fe52b","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","10322433","10322433","10.1016/S0968-0004(99)01384-5","The WD repeat: a common architecture for diverse functions.","Trends Biochem. Sci.","1999","Smith TF;Gaitatzes C;Saxena K;Neer EJ.","https://pubmed.ncbi.nlm.nih.gov/10322433/"
"InterPro:IPR019775:4:004fe52b","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","30069656","30069656","","WD40 Repeat Proteins: Signalling Scaffold with Diverse Functions.","Protein J.","2018","Jain BP;Pandey S.","https://pubmed.ncbi.nlm.nih.gov/30069656/"
"InterPro:IPR019775:5:0491ea93","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","11814058","11814058","10.1007/PL00000838","WD-repeat proteins: structure characteristics, biological function, and their involvement in human diseases.","Cell. Mol. Life Sci.","2001","Li D;Roberts R.","https://pubmed.ncbi.nlm.nih.gov/11814058/"
"InterPro:IPR019775:5:0491ea93","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","10322433","10322433","10.1016/S0968-0004(99)01384-5","The WD repeat: a common architecture for diverse functions.","Trends Biochem. Sci.","1999","Smith TF;Gaitatzes C;Saxena K;Neer EJ.","https://pubmed.ncbi.nlm.nih.gov/10322433/"
"InterPro:IPR019775:5:0491ea93","FBXW7","Q969H0","InterPro","IPR019775","entry_literature","InterPro_entry_literature","PubMed","30069656","30069656","","WD40 Repeat Proteins: Signalling Scaffold with Diverse Functions.","Protein J.","2018","Jain BP;Pandey S.","https://pubmed.ncbi.nlm.nih.gov/30069656/"
"InterPro:IPR020472:1:5494271c","FBXW7","Q969H0","InterPro","IPR020472","entry_literature","InterPro_entry_literature","PubMed","11814058","11814058","10.1007/PL00000838","WD-repeat proteins: structure characteristics, biological function, and their involvement in human diseases.","Cell. Mol. Life Sci.","2001","Li D;Roberts R.","https://pubmed.ncbi.nlm.nih.gov/11814058/"
"InterPro:IPR020472:1:5494271c","FBXW7","Q969H0","InterPro","IPR020472","entry_literature","InterPro_entry_literature","PubMed","10322433","10322433","10.1016/S0968-0004(99)01384-5","The WD repeat: a common architecture for diverse functions.","Trends Biochem. Sci.","1999","Smith TF;Gaitatzes C;Saxena K;Neer EJ.","https://pubmed.ncbi.nlm.nih.gov/10322433/"
"InterPro:IPR020472:1:5494271c","FBXW7","Q969H0","InterPro","IPR020472","entry_literature","InterPro_entry_literature","PubMed","30069656","30069656","","WD40 Repeat Proteins: Signalling Scaffold with Diverse Functions.","Protein J.","2018","Jain BP;Pandey S.","https://pubmed.ncbi.nlm.nih.gov/30069656/"
"InterPro:IPR020472:2:004fe52b","FBXW7","Q969H0","InterPro","IPR020472","entry_literature","InterPro_entry_literature","PubMed","11814058","11814058","10.1007/PL00000838","WD-repeat proteins: structure characteristics, biological function, and their involvement in human diseases.","Cell. Mol. Life Sci.","2001","Li D;Roberts R.","https://pubmed.ncbi.nlm.nih.gov/11814058/"
"InterPro:IPR020472:2:004fe52b","FBXW7","Q969H0","InterPro","IPR020472","entry_literature","InterPro_entry_literature","PubMed","10322433","10322433","10.1016/S0968-0004(99)01384-5","The WD repeat: a common architecture for diverse functions.","Trends Biochem. Sci.","1999","Smith TF;Gaitatzes C;Saxena K;Neer EJ.","https://pubmed.ncbi.nlm.nih.gov/10322433/"
"InterPro:IPR020472:2:004fe52b","FBXW7","Q969H0","InterPro","IPR020472","entry_literature","InterPro_entry_literature","PubMed","30069656","30069656","","WD40 Repeat Proteins: Signalling Scaffold with Diverse Functions.","Protein J.","2018","Jain BP;Pandey S.","https://pubmed.ncbi.nlm.nih.gov/30069656/"
"InterPro:IPR020472:3:0491ea93","FBXW7","Q969H0","InterPro","IPR020472","entry_literature","InterPro_entry_literature","PubMed","11814058","11814058","10.1007/PL00000838","WD-repeat proteins: structure characteristics, biological function, and their involvement in human diseases.","Cell. Mol. Life Sci.","2001","Li D;Roberts R.","https://pubmed.ncbi.nlm.nih.gov/11814058/"
"InterPro:IPR020472:3:0491ea93","FBXW7","Q969H0","InterPro","IPR020472","entry_literature","InterPro_entry_literature","PubMed","10322433","10322433","10.1016/S0968-0004(99)01384-5","The WD repeat: a common architecture for diverse functions.","Trends Biochem. Sci.","1999","Smith TF;Gaitatzes C;Saxena K;Neer EJ.","https://pubmed.ncbi.nlm.nih.gov/10322433/"
"InterPro:IPR020472:3:0491ea93","FBXW7","Q969H0","InterPro","IPR020472","entry_literature","InterPro_entry_literature","PubMed","30069656","30069656","","WD40 Repeat Proteins: Signalling Scaffold with Diverse Functions.","Protein J.","2018","Jain BP;Pandey S.","https://pubmed.ncbi.nlm.nih.gov/30069656/"
"InterPro:IPR036047:1:6faa4d6e","FBXW7","Q969H0","InterPro","IPR036047","entry_literature","InterPro_entry_literature","PubMed","9346238","9346238","10.1016/S0092-8674(00)80403-1","F-box proteins are receptors that recruit phosphorylated substrates to the SCF ubiquitin-ligase complex.","Cell","1997","Skowyra D;Craig KL;Tyers M;Elledge SJ;Harper JW.","https://pubmed.ncbi.nlm.nih.gov/9346238/"
"InterPro:IPR036047:1:6faa4d6e","FBXW7","Q969H0","InterPro","IPR036047","entry_literature","InterPro_entry_literature","PubMed","10581972","10581972","10.1016/S0079-6107(99)00010-3","The F-box: a new motif for ubiquitin dependent proteolysis in cell cycle regulation and signal transduction.","Prog. Biophys. Mol. Biol.","1999","Craig KL;Tyers M.","https://pubmed.ncbi.nlm.nih.gov/10581972/"
"InterPro:IPR036047:1:6faa4d6e","FBXW7","Q969H0","InterPro","IPR036047","entry_literature","InterPro_entry_literature","PubMed","8706131","8706131","10.1016/S0092-8674(00)80098-7","SKP1 connects cell cycle regulators to the ubiquitin proteolysis machinery through a novel motif, the F-box.","Cell","1996","Bai C;Sen P;Hofmann K;Ma L;Goebl M;Harper JW;Elledge SJ.","https://pubmed.ncbi.nlm.nih.gov/8706131/"
"InterPro:IPR036047:1:6faa4d6e","FBXW7","Q969H0","InterPro","IPR036047","entry_literature","InterPro_entry_literature","PubMed","9529603","9529603","10.1016/S0959-437X(98)80059-2","Proteolysis and the G1-S transition: the SCF connection.","Curr. Opin. Genet. Dev.","1998","Krek W.","https://pubmed.ncbi.nlm.nih.gov/9529603/"
"InterPro:IPR036322:1:6a949660","FBXW7","Q969H0","InterPro","IPR036322","entry_literature","InterPro_entry_literature","PubMed","11814058","11814058","10.1007/PL00000838","WD-repeat proteins: structure characteristics, biological function, and their involvement in human diseases.","Cell. Mol. Life Sci.","2001","Li D;Roberts R.","https://pubmed.ncbi.nlm.nih.gov/11814058/"
"InterPro:IPR036322:1:6a949660","FBXW7","Q969H0","InterPro","IPR036322","entry_literature","InterPro_entry_literature","PubMed","10322433","10322433","10.1016/S0968-0004(99)01384-5","The WD repeat: a common architecture for diverse functions.","Trends Biochem. Sci.","1999","Smith TF;Gaitatzes C;Saxena K;Neer EJ.","https://pubmed.ncbi.nlm.nih.gov/10322433/"
"InterPro:IPR036322:1:6a949660","FBXW7","Q969H0","InterPro","IPR036322","entry_literature","InterPro_entry_literature","PubMed","30069656","30069656","","WD40 Repeat Proteins: Signalling Scaffold with Diverse Functions.","Protein J.","2018","Jain BP;Pandey S.","https://pubmed.ncbi.nlm.nih.gov/30069656/"
"InterPro:IPR056153:1:436812f5","FBXW7","Q969H0","InterPro","IPR056153","entry_literature","InterPro_entry_literature","PubMed","28781166","28781166","10.1016/j.cell.2017.07.011","Cryo-EM Structure of a Pre-catalytic Human Spliceosome Primed for Activation.","Cell","2017","Bertram K;Agafonov DE;Dybkov O;Haselbach D;Leelaram MN;Will CL;Urlaub H;Kastner B;Luhrmann R;Stark H.","https://pubmed.ncbi.nlm.nih.gov/28781166/"
"InterPro:IPR056153:1:436812f5","FBXW7","Q969H0","InterPro","IPR056153","entry_literature","InterPro_entry_literature","PubMed","24945353","24945353","10.1371/journal.ppat.1004164","Recruitment of RED-SMU1 complex by Influenza A Virus RNA polymerase to control Viral mRNA splicing.","PLoS Pathog","2014","Fournier G;Chiang C;Munier S;Tomoiu A;Demeret C;Vidalain PO;Jacob Y;Naffakh N.","https://pubmed.ncbi.nlm.nih.gov/24945353/"
"InterPro:IPR056153:1:436812f5","FBXW7","Q969H0","InterPro","IPR056153","entry_literature","InterPro_entry_literature","PubMed","29220510","29220510","","Ciliopathy-associated mutations of IFT122 impair ciliary protein trafficking but not ciliogenesis.","Hum Mol Genet","2018","Takahara M;Katoh Y;Nakamura K;Hirano T;Sugawa M;Tsurumi Y;Nakayama K.","https://pubmed.ncbi.nlm.nih.gov/29220510/"
"InterPro:IPR056153:1:436812f5","FBXW7","Q969H0","InterPro","IPR056153","entry_literature","InterPro_entry_literature","PubMed","36462505","36462505","10.1016/j.cell.2022.11.010","IFT-A structure reveals carriages for membrane protein transport into cilia.","Cell","2022","Hesketh SJ;Mukhopadhyay AG;Nakamura D;Toropova K;Roberts AJ.","https://pubmed.ncbi.nlm.nih.gov/36462505/"
