"feature_id","protein","uniprot_accession","source","source_record_id","annotation_class","feature_category","feature_subcategory","classification_rule","feature_type","feature_name","description","start","end","feature_segments","start_modifier","end_modifier","evidence_codes","evidence_sources","evidence_ids","cross_references","go_terms","source_url","source_record_version","source_annotation_date","retrieved_at_utc"
"PDBe-KB:interface:4bc07bc9","FBXW7","Q969H0","PDBe-KB/SIFTS","P63208","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with S-phase kinase-associated protein 1","UniProt-indexed contact residues observed in PDB structures; partner type UNP",275,367,"275-275;277-277;278-278;279-279;280-280;281-281;283-283;284-284;285-285;288-288;291-291;292-292;293-293;295-295;296-296;299-299;300-300;302-302;303-303;304-304;305-305;306-306;307-307;308-308;309-309;311-311;312-312;316-316;319-319;343-343;348-348;352-352;355-355;356-356;359-359;360-360;363-363;367-367","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2OVP;2OVQ;2OVR;5IBK;5V4B;7T1Y;7T1Z","partner:P63208;PDB:2OVP;PDB:2OVQ;PDB:2OVR;PDB:5IBK;PDB:5V4B;PDB:7T1Y;PDB:7T1Z","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/Q969H0","","","2026-09-17T05:08:23Z"
"UniProtKB:Q969H0:57edc603","FBXW7","Q969H0","UniProtKB","Q969H0","domain","domain","protein_domain","grin3d_annotation_hierarchy_v1:protein_domain","Domain","F-box","F-box",278,324,"278-324","EXACT","EXACT","ECO:0000255","PROSITE-ProRule","PRU00080","","","https://www.uniprot.org/uniprotkb/Q969H0/entry","214","2026-09-02","2026-09-17T05:08:14Z"
"InterPro:IPR001810:1:3165702f","FBXW7","Q969H0","InterPro","IPR001810","domain","domain","protein_domain","grin3d_annotation_hierarchy_v1:protein_domain","domain","F-box domain","First identified in cyclin-F as a protein-protein interaction motif, the F-box is a conserved domain that is present in numerous proteins with a bipartite structure [[cite:PUB00000938]]. Through the F-box, these proteins are linked to the Skp1 protein and the core of SCFs (Skp1-cullin-F-box protein ligase) complexes. SCFs complexes constitute a new class of E3 ligases [[cite:PUB00000952]]. They function in combination with the E2 enzyme Cdc34 to ubiquitinate G1 cyclins, Cdk inhibitors and many other proteins, to mark them for degradation. The binding of the specific substrates by SCFs complexes is mediated by divergent protein-protein interaction motifs present in F-box proteins, like WD40 repeats, leucine rich repeats [[cite:PUB00018180], [cite:PUB00018181]] or ANK repeats.",278,326,"278-326","EXACT","EXACT","database_signature_match","InterPro","IPR001810","pfam:PF00646;pfam:PF12937;pfam:PF13013;pfam:PF15966;profile:PS50181;smart:SM00256","GO:0005515","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR001810/","","","2026-09-17T05:08:16Z"
"PDBe-KB:interface:787c660e","FBXW7","Q969H0","PDBe-KB/SIFTS","P0CG47","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Polyubiquitin-B","UniProt-indexed contact residues observed in PDB structures; partner type UNP",287,291,"287-287;288-288;291-291","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5IBK","partner:P0CG47;PDB:5IBK","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/Q969H0","","","2026-09-17T05:08:23Z"
"PDBe-KB:ligand:67e00c73","FBXW7","Q969H0","PDBe-KB/SIFTS","IMD","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with IMIDAZOLE (IMD)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",365,678,"365-365;633-633;638-638;677-677;678-678","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5V4B","PDB-CCD:IMD","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/Q969H0","","","2026-09-17T05:08:24Z"
"InterPro:IPR036322:1:6a949660","FBXW7","Q969H0","InterPro","IPR036322","domain","domain","homologous_superfamily","grin3d_annotation_hierarchy_v1:homologous_superfamily","homologous_superfamily","WD40-repeat-containing domain superfamily","This entry identifies a domain superfamily containing adjacent WD repeats. These WD repeats are located on β-sheets (blades) that fold into a higher order structure called β-propeller. WD-40 repeats (also known as WD or β-transducin repeats) are short ~40 amino acid motifs, often terminating in a Trp-Asp (W-D) dipeptide. WD40 repeats usually assume a 7-8 bladed β-propeller fold, but proteins have been found with 4 to 16 repeated units, which also form a circularised β-propeller structure. WD-repeat proteins are a large family found in all eukaryotes and are implicated in a variety of functions ranging from signal transduction and transcription regulation to cell cycle control and apoptosis. Repeated WD40 motifs act as a site for protein-protein or protein-DNA interaction, and proteins containing WD40 repeats are known to serve as platforms for the assembly of protein complexes or mediators of transient interplay among other proteins [[cite:PUB00094364]]. The specificity of the proteins is determined by the sequences outside the repeats themselves. Examples of such complexes are G proteins (beta subunit is a β-propeller), TAFII transcription factor, and E3 ubiquitin ligase [[cite:PUB00015237], [cite:PUB00005491]]. In Arabidopsis spp., several WD40-containing proteins act as key regulators of plant-specific developmental events.",368,692,"368-692","EXACT","EXACT","database_signature_match","InterPro","IPR036322","ssf:SSF50978","GO:0005515","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR036322/","","","2026-09-17T05:08:16Z"
"InterPro:IPR015943:1:6a94d4d3","FBXW7","Q969H0","InterPro","IPR015943","domain","domain","homologous_superfamily","grin3d_annotation_hierarchy_v1:homologous_superfamily","homologous_superfamily","WD40/YVTN repeat-like-containing domain superfamily","This superfamily represents a WD40/YVTN repeat-like domain. Both the WD40 and the YVTN repeated motifs consist of about 40 residues, and although they consist of distinct sequences, they do share a similar structure. Structurally, both the WD40 and the YVTN repeated motifs form seven-bladed propellers (although some members can contain eight blades), which consist of seven 4-stranded β-sheets.",368,707,"368-707","EXACT","EXACT","database_signature_match","InterPro","IPR015943","cathgene3d:G3DSA:2.130.10.10","GO:0005515","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR015943/","","","2026-09-17T05:08:16Z"
"InterPro:IPR001680:1:7c228b1e","FBXW7","Q969H0","InterPro","IPR001680","functional_region","functional_region","repeat_region","grin3d_annotation_hierarchy_v1:repeat_region","repeat","WD40 repeat","WD-40 repeats (also known as WD or β-transducin repeats) are short ~40 amino acid motifs, often terminating in a Trp-Asp (W-D) dipeptide. WD40 repeats usually assume a 7-8 bladed β-propeller fold, but proteins have been found with 4 to 16 repeated units, which also form a circularised β-propeller structure. WD-repeat proteins are a large family found in all eukaryotes and are implicated in a variety of functions ranging from signal transduction and transcription regulation to cell cycle control and apoptosis. Repeated WD40 motifs act as a site for protein-protein or protein-DNA interaction, and proteins containing WD40 repeats are known to serve as platforms for the assembly of protein complexes or mediators of transient interplay among other proteins [[cite:PUB00094364]]. The specificity of the proteins is determined by the sequences outside the repeats themselves. Examples of such complexes are G proteins (beta subunit is a β-propeller), TAFII transcription factor, and E3 ubiquitin ligase [[cite:PUB00015237], [cite:PUB00005491]]. In Arabidopsis spp., several WD40-containing proteins act as key regulators of plant-specific developmental events.",369,701,"369-701","EXACT","EXACT","database_signature_match","InterPro","IPR001680","pfam:PF00400;profile:PS50082;smart:SM00320","GO:0005515","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR001680/","","","2026-09-17T05:08:16Z"
"UniProtKB:Q969H0:0527af60","FBXW7","Q969H0","UniProtKB","Q969H0","functional_region","functional_region","repeat_region","grin3d_annotation_hierarchy_v1:repeat_region","Repeat","WD 1","WD 1",378,418,"378-418","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/Q969H0/entry","214","2026-09-02","2026-09-17T05:08:14Z"
"PDBe-KB:interface:48cc4e9d","FBXW7","Q969H0","PDBe-KB/SIFTS","Other","interaction","interaction_interface","macromolecular_interface","pdbe_kb_sifts_v1:macromolecular_interface","experimental interface","Interface with Other","UniProt-indexed contact residues observed in PDB structures; partner type OTHER",383,689,"383-383;425-425;439-439;462-462;463-463;465-465;479-479;505-505;519-519;545-545;583-583;585-585;599-599;628-628;642-642;673-673;689-689","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2OVQ;2OVR","partner:Other;PDB:2OVQ;PDB:2OVR","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/Q969H0","","","2026-09-17T05:08:23Z"
"UniProtKB:Q969H0:50533e23","FBXW7","Q969H0","UniProtKB","Q969H0","functional_region","functional_region","repeat_region","grin3d_annotation_hierarchy_v1:repeat_region","Repeat","WD 2","WD 2",420,456,"420-456","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/Q969H0/entry","214","2026-09-02","2026-09-17T05:08:14Z"
"PDBe-KB:interface:76d87cf9","FBXW7","Q969H0","PDBe-KB/SIFTS","Q9NRI5","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Disrupted in schizophrenia 1 protein","UniProt-indexed contact residues observed in PDB structures; partner type UNP",425,642,"425-425;439-439;462-462;463-463;465-465;479-479;505-505;519-519;545-545;582-582;583-583;599-599;625-625;626-626;642-642","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5V4B","partner:Q9NRI5;PDB:5V4B","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/Q969H0","","","2026-09-17T05:08:23Z"
"PDBe-KB:interface:77935fa1","FBXW7","Q969H0","PDBe-KB/SIFTS","P01106","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Myc proto-oncogene protein","UniProt-indexed contact residues observed in PDB structures; partner type UNP",425,689,"425-425;441-441;462-462;463-463;465-465;479-479;505-505;519-519;545-545;559-559;581-581;582-582;583-583;585-585;599-599;624-624;625-625;627-627;628-628;642-642;689-689","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","7T1Y;7T1Z","partner:P01106;PDB:7T1Y;PDB:7T1Z","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/Q969H0","","","2026-09-17T05:08:23Z"
"InterPro:IPR056153:1:436812f5","FBXW7","Q969H0","InterPro","IPR056153","domain","domain","protein_domain","grin3d_annotation_hierarchy_v1:protein_domain","domain","IFT122/SMU1, beta-propeller domain","This entry represents a β-propeller found at the N-terminal end of IFT122 and at the C-terminal of SMU1. Members of this group are found in eukaryotes and bacteria. Intraflagellar transport protein 122 homolog (IFT122) is one of the core components (together with WDR19/IFT144 and IFT140) of the IFT-A complex which is required for retrograde ciliary transport and entry into cilia of G protein-coupled receptors (GPCRs), being involved in cilia function and/or assembly [[cite:PUB00155528], [cite:PUB00101516]]. IFT-A polymerises interacts with IFT-B, and uses an array of β-propeller and TPR domains to create 'carriages' of the IFT train that engage TULP adaptor proteins [[cite:PUB00101516]]. Human WD40 repeat-containing protein SMU1 is involved in pre-mRNA splicing as a component of the spliceosome [[cite:PUB00090272]], and is required for normal accumulation of IK [[cite:PUB00162459]].",432,692,"432-692","EXACT","EXACT","database_signature_match","InterPro","IPR056153","pfam:PF23381","","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR056153/","","","2026-09-17T05:08:16Z"
"InterPro:IPR019775:1:6682f6fc","FBXW7","Q969H0","InterPro","IPR019775","site","conserved_site","conserved_site","grin3d_annotation_hierarchy_v1:conserved_site","conserved_site","WD40 repeat, conserved site","This entry represents a conserved site found in the WD40 repeat. WD-40 repeats (also known as WD or β-transducin repeats) are short ~40 amino acid motifs, often terminating in a Trp-Asp (W-D) dipeptide. WD40 repeats usually assume a 7-8 bladed β-propeller fold, but proteins have been found with 4 to 16 repeated units, which also form a circularised β-propeller structure. WD-repeat proteins are a large family found in all eukaryotes and are implicated in a variety of functions ranging from signal transduction and transcription regulation to cell cycle control and apoptosis. Repeated WD40 motifs act as a site for protein-protein or protein-DNA interaction, and proteins containing WD40 repeats are known to serve as platforms for the assembly of protein complexes or mediators of transient interplay among other proteins [[cite:PUB00094364]]. The specificity of the proteins is determined by the sequences outside the repeats themselves. Examples of such complexes are G proteins (beta subunit is a β-propeller), TAFII transcription factor, and E3 ubiquitin ligase [[cite:PUB00015237], [cite:PUB00005491]]. In Arabidopsis spp., several WD40-containing proteins act as key regulators of plant-specific developmental events.",434,448,"434-448","EXACT","EXACT","database_signature_match","InterPro","IPR019775","prosite:PS00678","","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR019775/","","","2026-09-17T05:08:16Z"
"UniProtKB:Q969H0:5f206aa1","FBXW7","Q969H0","UniProtKB","Q969H0","functional_region","functional_region","repeat_region","grin3d_annotation_hierarchy_v1:repeat_region","Repeat","WD 3","WD 3",459,498,"459-498","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/Q969H0/entry","214","2026-09-02","2026-09-17T05:08:14Z"
"InterPro:IPR019775:2:5494271c","FBXW7","Q969H0","InterPro","IPR019775","site","conserved_site","conserved_site","grin3d_annotation_hierarchy_v1:conserved_site","conserved_site","WD40 repeat, conserved site","This entry represents a conserved site found in the WD40 repeat. WD-40 repeats (also known as WD or β-transducin repeats) are short ~40 amino acid motifs, often terminating in a Trp-Asp (W-D) dipeptide. WD40 repeats usually assume a 7-8 bladed β-propeller fold, but proteins have been found with 4 to 16 repeated units, which also form a circularised β-propeller structure. WD-repeat proteins are a large family found in all eukaryotes and are implicated in a variety of functions ranging from signal transduction and transcription regulation to cell cycle control and apoptosis. Repeated WD40 motifs act as a site for protein-protein or protein-DNA interaction, and proteins containing WD40 repeats are known to serve as platforms for the assembly of protein complexes or mediators of transient interplay among other proteins [[cite:PUB00094364]]. The specificity of the proteins is determined by the sequences outside the repeats themselves. Examples of such complexes are G proteins (beta subunit is a β-propeller), TAFII transcription factor, and E3 ubiquitin ligase [[cite:PUB00015237], [cite:PUB00005491]]. In Arabidopsis spp., several WD40-containing proteins act as key regulators of plant-specific developmental events.",474,488,"474-488","EXACT","EXACT","database_signature_match","InterPro","IPR019775","prosite:PS00678","","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR019775/","","","2026-09-17T05:08:16Z"
"InterPro:IPR020472:1:5494271c","FBXW7","Q969H0","InterPro","IPR020472","functional_region","functional_region","repeat_region","grin3d_annotation_hierarchy_v1:repeat_region","repeat","PAC1/LIS1-like, WD-40 repeat","This entry represents the WD-40 repeats in PAC1/LIS1 receptors, a class B G-protein-coupled receptor (GPCR) and similar GPCR related proteins. This entry also includes small ribosomal subunit proteins RACK1 and other scaffolding proteins such as CIAO1 and MDV1. WD-40 repeats (also known as WD or β-transducin repeats) are short ~40 amino acid motifs, often terminating in a Trp-Asp (W-D) dipeptide. WD40 repeats usually assume a 7-8 bladed β-propeller fold, but proteins have been found with 4 to 16 repeated units, which also form a circularised β-propeller structure. WD-repeat proteins are a large family found in all eukaryotes and are implicated in a variety of functions ranging from signal transduction and transcription regulation to cell cycle control and apoptosis. Repeated WD40 motifs act as a site for protein-protein or protein-DNA interaction, and proteins containing WD40 repeats are known to serve as platforms for the assembly of protein complexes or mediators of transient interplay among other proteins [[cite:PUB00094364]]. The specificity of the proteins is determined by the sequences outside the repeats themselves. Examples of such complexes are G proteins (beta subunit is a β-propeller), TAFII transcription factor, and E3 ubiquitin ligase [[cite:PUB00015237], [cite:PUB00005491]]. In Arabidopsis spp., several WD40-containing proteins act as key regulators of plant-specific developmental events.",474,488,"474-488","EXACT","EXACT","database_signature_match","InterPro","IPR020472","prints:PR00320","","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR020472/","","","2026-09-17T05:08:16Z"
"UniProtKB:Q969H0:56058f22","FBXW7","Q969H0","UniProtKB","Q969H0","functional_region","functional_region","repeat_region","grin3d_annotation_hierarchy_v1:repeat_region","Repeat","WD 4","WD 4",500,536,"500-536","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/Q969H0/entry","214","2026-09-02","2026-09-17T05:08:14Z"
"UniProtKB:Q969H0:64d2bba0","FBXW7","Q969H0","UniProtKB","Q969H0","functional_region","functional_region","repeat_region","grin3d_annotation_hierarchy_v1:repeat_region","Repeat","WD 5","WD 5",539,578,"539-578","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/Q969H0/entry","214","2026-09-02","2026-09-17T05:08:14Z"
"InterPro:IPR019775:3:123e7720","FBXW7","Q969H0","InterPro","IPR019775","site","conserved_site","conserved_site","grin3d_annotation_hierarchy_v1:conserved_site","conserved_site","WD40 repeat, conserved site","This entry represents a conserved site found in the WD40 repeat. WD-40 repeats (also known as WD or β-transducin repeats) are short ~40 amino acid motifs, often terminating in a Trp-Asp (W-D) dipeptide. WD40 repeats usually assume a 7-8 bladed β-propeller fold, but proteins have been found with 4 to 16 repeated units, which also form a circularised β-propeller structure. WD-repeat proteins are a large family found in all eukaryotes and are implicated in a variety of functions ranging from signal transduction and transcription regulation to cell cycle control and apoptosis. Repeated WD40 motifs act as a site for protein-protein or protein-DNA interaction, and proteins containing WD40 repeats are known to serve as platforms for the assembly of protein complexes or mediators of transient interplay among other proteins [[cite:PUB00094364]]. The specificity of the proteins is determined by the sequences outside the repeats themselves. Examples of such complexes are G proteins (beta subunit is a β-propeller), TAFII transcription factor, and E3 ubiquitin ligase [[cite:PUB00015237], [cite:PUB00005491]]. In Arabidopsis spp., several WD40-containing proteins act as key regulators of plant-specific developmental events.",554,568,"554-568","EXACT","EXACT","database_signature_match","InterPro","IPR019775","prosite:PS00678","","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR019775/","","","2026-09-17T05:08:16Z"
"UniProtKB:Q969H0:4fd8c112","FBXW7","Q969H0","UniProtKB","Q969H0","functional_region","functional_region","repeat_region","grin3d_annotation_hierarchy_v1:repeat_region","Repeat","WD 6","WD 6",580,618,"580-618","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/Q969H0/entry","214","2026-09-02","2026-09-17T05:08:14Z"
"InterPro:IPR019775:4:004fe52b","FBXW7","Q969H0","InterPro","IPR019775","site","conserved_site","conserved_site","grin3d_annotation_hierarchy_v1:conserved_site","conserved_site","WD40 repeat, conserved site","This entry represents a conserved site found in the WD40 repeat. WD-40 repeats (also known as WD or β-transducin repeats) are short ~40 amino acid motifs, often terminating in a Trp-Asp (W-D) dipeptide. WD40 repeats usually assume a 7-8 bladed β-propeller fold, but proteins have been found with 4 to 16 repeated units, which also form a circularised β-propeller structure. WD-repeat proteins are a large family found in all eukaryotes and are implicated in a variety of functions ranging from signal transduction and transcription regulation to cell cycle control and apoptosis. Repeated WD40 motifs act as a site for protein-protein or protein-DNA interaction, and proteins containing WD40 repeats are known to serve as platforms for the assembly of protein complexes or mediators of transient interplay among other proteins [[cite:PUB00094364]]. The specificity of the proteins is determined by the sequences outside the repeats themselves. Examples of such complexes are G proteins (beta subunit is a β-propeller), TAFII transcription factor, and E3 ubiquitin ligase [[cite:PUB00015237], [cite:PUB00005491]]. In Arabidopsis spp., several WD40-containing proteins act as key regulators of plant-specific developmental events.",594,608,"594-608","EXACT","EXACT","database_signature_match","InterPro","IPR019775","prosite:PS00678","","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR019775/","","","2026-09-17T05:08:16Z"
"InterPro:IPR020472:2:004fe52b","FBXW7","Q969H0","InterPro","IPR020472","functional_region","functional_region","repeat_region","grin3d_annotation_hierarchy_v1:repeat_region","repeat","PAC1/LIS1-like, WD-40 repeat","This entry represents the WD-40 repeats in PAC1/LIS1 receptors, a class B G-protein-coupled receptor (GPCR) and similar GPCR related proteins. This entry also includes small ribosomal subunit proteins RACK1 and other scaffolding proteins such as CIAO1 and MDV1. WD-40 repeats (also known as WD or β-transducin repeats) are short ~40 amino acid motifs, often terminating in a Trp-Asp (W-D) dipeptide. WD40 repeats usually assume a 7-8 bladed β-propeller fold, but proteins have been found with 4 to 16 repeated units, which also form a circularised β-propeller structure. WD-repeat proteins are a large family found in all eukaryotes and are implicated in a variety of functions ranging from signal transduction and transcription regulation to cell cycle control and apoptosis. Repeated WD40 motifs act as a site for protein-protein or protein-DNA interaction, and proteins containing WD40 repeats are known to serve as platforms for the assembly of protein complexes or mediators of transient interplay among other proteins [[cite:PUB00094364]]. The specificity of the proteins is determined by the sequences outside the repeats themselves. Examples of such complexes are G proteins (beta subunit is a β-propeller), TAFII transcription factor, and E3 ubiquitin ligase [[cite:PUB00015237], [cite:PUB00005491]]. In Arabidopsis spp., several WD40-containing proteins act as key regulators of plant-specific developmental events.",594,608,"594-608","EXACT","EXACT","database_signature_match","InterPro","IPR020472","prints:PR00320","","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR020472/","","","2026-09-17T05:08:16Z"
"UniProtKB:Q969H0:548d1135","FBXW7","Q969H0","UniProtKB","Q969H0","functional_region","functional_region","repeat_region","grin3d_annotation_hierarchy_v1:repeat_region","Repeat","WD 7","WD 7",622,659,"622-659","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/Q969H0/entry","214","2026-09-02","2026-09-17T05:08:14Z"
"InterPro:IPR019775:5:0491ea93","FBXW7","Q969H0","InterPro","IPR019775","site","conserved_site","conserved_site","grin3d_annotation_hierarchy_v1:conserved_site","conserved_site","WD40 repeat, conserved site","This entry represents a conserved site found in the WD40 repeat. WD-40 repeats (also known as WD or β-transducin repeats) are short ~40 amino acid motifs, often terminating in a Trp-Asp (W-D) dipeptide. WD40 repeats usually assume a 7-8 bladed β-propeller fold, but proteins have been found with 4 to 16 repeated units, which also form a circularised β-propeller structure. WD-repeat proteins are a large family found in all eukaryotes and are implicated in a variety of functions ranging from signal transduction and transcription regulation to cell cycle control and apoptosis. Repeated WD40 motifs act as a site for protein-protein or protein-DNA interaction, and proteins containing WD40 repeats are known to serve as platforms for the assembly of protein complexes or mediators of transient interplay among other proteins [[cite:PUB00094364]]. The specificity of the proteins is determined by the sequences outside the repeats themselves. Examples of such complexes are G proteins (beta subunit is a β-propeller), TAFII transcription factor, and E3 ubiquitin ligase [[cite:PUB00015237], [cite:PUB00005491]]. In Arabidopsis spp., several WD40-containing proteins act as key regulators of plant-specific developmental events.",637,651,"637-651","EXACT","EXACT","database_signature_match","InterPro","IPR019775","prosite:PS00678","","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR019775/","","","2026-09-17T05:08:16Z"
