"feature_id","protein","uniprot_accession","source","source_record_id","evidence_scope","evidence_code","publication_id_type","publication_id","pubmed_id","doi","title","journal","year","authors","publication_url"
"UniProtKB:Q9UJU2:73f0bef0","LEF1","Q9UJU2","UniProtKB","Q9UJU2","feature_evidence","ECO:0000305","PubMed","12556497","12556497","10.1128/mcb.23.4.1379-1389.2003","Regulation of lymphoid enhancer factor 1/T-cell factor by mitogen-activated protein kinase-related Nemo-like kinase-dependent phosphorylation in Wnt/beta-catenin signaling.","Mol. Cell. Biol.","2003","Ishitani T.;Ninomiya-Tsuji J.;Matsumoto K.","https://pubmed.ncbi.nlm.nih.gov/12556497/"
"UniProtKB:Q9UJU2:038907fa","LEF1","Q9UJU2","UniProtKB","Q9UJU2","feature_evidence","ECO:0000305","PubMed","12556497","12556497","10.1128/mcb.23.4.1379-1389.2003","Regulation of lymphoid enhancer factor 1/T-cell factor by mitogen-activated protein kinase-related Nemo-like kinase-dependent phosphorylation in Wnt/beta-catenin signaling.","Mol. Cell. Biol.","2003","Ishitani T.;Ninomiya-Tsuji J.;Matsumoto K.","https://pubmed.ncbi.nlm.nih.gov/12556497/"
"InterPro:IPR009071:1:286e0947","LEF1","Q9UJU2","InterPro","IPR009071","entry_literature","InterPro_entry_literature","PubMed","12920151","12920151","10.1210/er.2002-0025","The molecular action and regulation of the testis-determining factors, SRY (sex-determining region on the Y chromosome) and SOX9 [SRY-related high-mobility group (HMG) box 9].","Endocr. Rev.","2003","Harley VR;Clarkson MJ;Argentaro A.","https://pubmed.ncbi.nlm.nih.gov/12920151/"
"InterPro:IPR009071:1:286e0947","LEF1","Q9UJU2","InterPro","IPR009071","entry_literature","InterPro_entry_literature","PubMed","10890911","10890911","10.1073/pnas.150152697","Association of Smads with lymphoid enhancer binding factor 1/T cell-specific factor mediates cooperative signaling by the transforming growth factor-beta and wnt pathways.","Proc. Natl. Acad. Sci. U.S.A.","2000","Labbe E;Letamendia A;Attisano L.","https://pubmed.ncbi.nlm.nih.gov/10890911/"
"InterPro:IPR009071:1:286e0947","LEF1","Q9UJU2","InterPro","IPR009071","entry_literature","InterPro_entry_literature","PubMed","11779632","11779632","10.1016/S0167-4781(01)00333-5","The modulation of the biological activities of mitochondrial histone Abf2p by yeast PKA and its possible role in the regulation of mitochondrial DNA content during glucose repression.","Biochim. Biophys. Acta","2001","Cho JH;Lee YK;Chae CB.","https://pubmed.ncbi.nlm.nih.gov/11779632/"
"InterPro:IPR009071:1:286e0947","LEF1","Q9UJU2","InterPro","IPR009071","entry_literature","InterPro_entry_literature","PubMed","12781674","12781674","10.1016/S1087-1845(03)00015-X","Cloning and characterization of the mating type (MAT) locus from Ascochyta rabiei (teleomorph: Didymella rabiei) and a MAT phylogeny of legume-associated Ascochyta spp.","Fungal Genet. Biol.","2003","Barve MP;Arie T;Salimath SS;Muehlbauer FJ;Peever TL.","https://pubmed.ncbi.nlm.nih.gov/12781674/"
"InterPro:IPR013558:1:6ea26d57","LEF1","Q9UJU2","InterPro","IPR013558","entry_literature","InterPro_entry_literature","PubMed","15765502","15765502","10.1002/dvdy.20330","Expression pattern of zebrafish tcf7 suggests unexplored domains of Wnt/beta-catenin activity.","Dev. Dyn.","2005","Veien ES;Grierson MJ;Saund RS;Dorsky RI.","https://pubmed.ncbi.nlm.nih.gov/15765502/"
"InterPro:IPR013558:1:6ea26d57","LEF1","Q9UJU2","InterPro","IPR013558","entry_literature","InterPro_entry_literature","PubMed","10080941","10080941","10.1006/bbrc.1999.0379","Identification of Tcf4 residues involved in high-affinity beta-catenin binding.","Biochem. Biophys. Res. Commun.","1999","Omer CA;Miller PJ;Diehl RE;Kral AM.","https://pubmed.ncbi.nlm.nih.gov/10080941/"
"InterPro:IPR013558:1:6ea26d57","LEF1","Q9UJU2","InterPro","IPR013558","entry_literature","InterPro_entry_literature","PubMed","9783587","9783587","10.1038/26989","The Xenopus Wnt effector XTcf-3 interacts with Groucho-related transcriptional repressors.","Nature","1998","Roose J;Molenaar M;Peterson J;Hurenkamp J;Brantjes H;Moerer P;van de Wetering M;Destree O;Clevers H.","https://pubmed.ncbi.nlm.nih.gov/9783587/"
"InterPro:IPR024940:1:623501ef","LEF1","Q9UJU2","InterPro","IPR024940","entry_literature","InterPro_entry_literature","PubMed","11934263","11934263","10.1515/BC.2002.027","TCF: Lady Justice casting the final verdict on the outcome of Wnt signalling.","Biol. Chem.","2002","Brantjes H;Barker N;van Es J;Clevers H.","https://pubmed.ncbi.nlm.nih.gov/11934263/"
"InterPro:IPR024940:1:623501ef","LEF1","Q9UJU2","InterPro","IPR024940","entry_literature","InterPro_entry_literature","PubMed","10209158","10209158","10.1016/S0955-0674(99)80031-3","Regulation of LEF-1/TCF transcription factors by Wnt and other signals.","Curr. Opin. Cell Biol.","1999","Eastman Q;Grosschedl R.","https://pubmed.ncbi.nlm.nih.gov/10209158/"
"InterPro:IPR024940:1:623501ef","LEF1","Q9UJU2","InterPro","IPR024940","entry_literature","InterPro_entry_literature","PubMed","9433138","9433138","10.1016/S0168-9525(97)01305-X","TCF/LEF factor earn their wings.","Trends Genet.","1997","Clevers H;van de Wetering M.","https://pubmed.ncbi.nlm.nih.gov/9433138/"
"InterPro:IPR027397:1:069cbf17","LEF1","Q9UJU2","InterPro","IPR027397","entry_literature","InterPro_entry_literature","PubMed","10080941","10080941","10.1006/bbrc.1999.0379","Identification of Tcf4 residues involved in high-affinity beta-catenin binding.","Biochem. Biophys. Res. Commun.","1999","Omer CA;Miller PJ;Diehl RE;Kral AM.","https://pubmed.ncbi.nlm.nih.gov/10080941/"
"InterPro:IPR027397:1:069cbf17","LEF1","Q9UJU2","InterPro","IPR027397","entry_literature","InterPro_entry_literature","PubMed","11136974","11136974","10.1016/S0092-8674(00)00192-6","Crystal structure of a beta-catenin/Tcf complex.","Cell","2000","Graham TA;Weaver C;Mao F;Kimelman D;Xu W.","https://pubmed.ncbi.nlm.nih.gov/11136974/"
"InterPro:IPR027397:1:069cbf17","LEF1","Q9UJU2","InterPro","IPR027397","entry_literature","InterPro_entry_literature","PubMed","11348595","11348595","10.1016/S0092-8674(01)00330-0","The structure of the beta-catenin/E-cadherin complex and the molecular basis of diverse ligand recognition by beta-catenin.","Cell","2001","Huber AH;Weis WI.","https://pubmed.ncbi.nlm.nih.gov/11348595/"
"InterPro:IPR027397:1:069cbf17","LEF1","Q9UJU2","InterPro","IPR027397","entry_literature","InterPro_entry_literature","PubMed","21075118","21075118","10.1016/j.jmb.2010.11.010","Biochemical and structural characterization of β-catenin interactions with nonphosphorylated and CK2-phosphorylated Lef-1.","J. Mol. Biol.","2011","Sun J;Weis WI.","https://pubmed.ncbi.nlm.nih.gov/21075118/"
"InterPro:IPR027397:1:069cbf17","LEF1","Q9UJU2","InterPro","IPR027397","entry_literature","InterPro_entry_literature","PubMed","11171365","11171365","","The cadherin superfamily.","J. Cell. Sci.","2001","Angst BD;Marcozzi C;Magee AI.","https://pubmed.ncbi.nlm.nih.gov/11171365/"
"InterPro:IPR027397:1:069cbf17","LEF1","Q9UJU2","InterPro","IPR027397","entry_literature","InterPro_entry_literature","PubMed","12126234","12126234","10.1080/09687680210132476","Desmosomal adhesion: structural basis, molecular mechanism and regulation (Review).","Mol. Membr. Biol.","2002","Garrod DR;Merritt AJ;Nie Z.","https://pubmed.ncbi.nlm.nih.gov/12126234/"
"InterPro:IPR027397:1:069cbf17","LEF1","Q9UJU2","InterPro","IPR027397","entry_literature","InterPro_entry_literature","PubMed","11509257","11509257","10.1016/S0960-9822(01)00346-3","Cadherin function: breaking the barrier.","Curr. Biol.","2001","Ishii K;Green KJ.","https://pubmed.ncbi.nlm.nih.gov/11509257/"
"InterPro:IPR036910:1:16e053f6","LEF1","Q9UJU2","InterPro","IPR036910","entry_literature","InterPro_entry_literature","PubMed","11779632","11779632","10.1016/S0167-4781(01)00333-5","The modulation of the biological activities of mitochondrial histone Abf2p by yeast PKA and its possible role in the regulation of mitochondrial DNA content during glucose repression.","Biochim. Biophys. Acta","2001","Cho JH;Lee YK;Chae CB.","https://pubmed.ncbi.nlm.nih.gov/11779632/"
"InterPro:IPR036910:1:16e053f6","LEF1","Q9UJU2","InterPro","IPR036910","entry_literature","InterPro_entry_literature","PubMed","12781674","12781674","10.1016/S1087-1845(03)00015-X","Cloning and characterization of the mating type (MAT) locus from Ascochyta rabiei (teleomorph: Didymella rabiei) and a MAT phylogeny of legume-associated Ascochyta spp.","Fungal Genet. Biol.","2003","Barve MP;Arie T;Salimath SS;Muehlbauer FJ;Peever TL.","https://pubmed.ncbi.nlm.nih.gov/12781674/"
"InterPro:IPR036910:1:16e053f6","LEF1","Q9UJU2","InterPro","IPR036910","entry_literature","InterPro_entry_literature","PubMed","12920151","12920151","10.1210/er.2002-0025","The molecular action and regulation of the testis-determining factors, SRY (sex-determining region on the Y chromosome) and SOX9 [SRY-related high-mobility group (HMG) box 9].","Endocr. Rev.","2003","Harley VR;Clarkson MJ;Argentaro A.","https://pubmed.ncbi.nlm.nih.gov/12920151/"
"InterPro:IPR036910:1:16e053f6","LEF1","Q9UJU2","InterPro","IPR036910","entry_literature","InterPro_entry_literature","PubMed","10890911","10890911","10.1073/pnas.150152697","Association of Smads with lymphoid enhancer binding factor 1/T cell-specific factor mediates cooperative signaling by the transforming growth factor-beta and wnt pathways.","Proc. Natl. Acad. Sci. U.S.A.","2000","Labbe E;Letamendia A;Attisano L.","https://pubmed.ncbi.nlm.nih.gov/10890911/"
