"event_id","subject_id","loc_start","loc_end","span_aa","input_row","mapped_residues","expected_residues","complete_mapping"
"89","PAVWHF",906,906,1,89,1,1,TRUE
"90","PAWAMV",511,511,1,90,1,1,TRUE
"91","PAWANS",511,511,1,91,1,1,TRUE
"92","PAWDHX",511,511,1,92,1,1,TRUE
"93","PAWFBD",840,840,1,93,1,1,TRUE
"94","PAWFBT",507,507,1,94,0,1,FALSE
"95","PAWGGE",886,886,1,95,1,1,TRUE
"96","PAWGGE",657,657,1,96,1,1,TRUE
"97","PAWGPI",857,857,1,97,1,1,TRUE
"98","PAWHHA",988,988,1,98,1,1,TRUE
"99","PAWHHA",857,857,1,99,1,1,TRUE
"100","PAWHJR",657,657,1,100,1,1,TRUE
"101","PAWKXT",573,573,1,101,1,1,TRUE
"102","PAWLGM",511,511,1,102,1,1,TRUE
"103","PAUCVB",573,573,1,103,1,1,TRUE
"104","PAUFBJ",573,573,1,104,1,1,TRUE
"105","PATLAC",657,657,1,105,1,1,TRUE
"106","PATLIL",573,573,1,106,1,1,TRUE
"107","PAUISV",657,657,1,107,1,1,TRUE
"108","PAVRKG",906,906,1,108,1,1,TRUE
"109","PAUJTE",511,511,1,109,1,1,TRUE
"110","PAURIX",573,573,1,110,1,1,TRUE
"111","PAVINC",573,573,1,111,1,1,TRUE
"112","PAVJFH",657,657,1,112,1,1,TRUE
"113","PASHGM",857,857,1,113,1,1,TRUE
"114","PATMXN",511,511,1,114,1,1,TRUE
"115","PAURIX",511,511,1,115,1,1,TRUE
"116","PATCTD",657,657,1,116,1,1,TRUE
"117","PATHAA",657,657,1,117,1,1,TRUE
"118","PATHNI",511,511,1,118,1,1,TRUE
"119","PAUEZX",511,511,1,119,1,1,TRUE
"120","PAUIGB",511,511,1,120,1,1,TRUE
"121","PASRLP",511,511,1,121,1,1,TRUE
"122","PAUSGB",511,511,1,122,1,1,TRUE
"123","PAUWKJ",657,657,1,123,1,1,TRUE
"124","PAVPHP",857,857,1,124,1,1,TRUE
