"protein","source","alteration_type","cluster_id","hotspot_class","n_subjects","n_events","n_residues","diameter_1d","diameter_3d","p_1d_size","p_3d_size","p_1d_joint","p_3d_joint","p_any_joint","significant_any","exons","significant_1d","significant_3d","p_1d_protein","p_3d_protein","tree_sources","residue_min","residue_max","mean_plddt"
"JAK3","mutation","SNV","SNV_cluster_0013","Sequence-local hotspot also compact in structure",29,29,4,21,33.6503432523355,0.0001999600079984,0.0001999600079984,0.010997800439912,0.010997800439912,0.010997800439912,TRUE,NA,TRUE,TRUE,0.00719856028794241,0.00459908018396321,"1D",657,678,91.7
"JAK3","mutation","SNV","SNV_cluster_0014","Sequence-local hotspot also compact in structure",67,72,6,102,37.0797904659668,0.0001999600079984,0.0001999600079984,0.010997800439912,0.010997800439912,0.010997800439912,TRUE,NA,TRUE,TRUE,0.00719856028794241,0.00459908018396321,"1D",511,613,90.7
"JAK3","mutation","SNV","SNV_cluster_0015","Sequence-local hotspot also compact in structure",92,103,11,337,37.0797904659668,0.0001999600079984,0.0001999600079984,0.010997800439912,0.010997800439912,0.010997800439912,TRUE,NA,TRUE,TRUE,0.00719856028794241,0.00459908018396321,"3D",511,848,91.4
"JAK3","mutation","SNV","SNV_cluster_0016","Sequence-local hotspot also compact in structure",90,101,10,167,37.9407732525314,0.0001999600079984,0.0001999600079984,0.010997800439912,0.010997800439912,0.010997800439912,TRUE,NA,TRUE,TRUE,0.00719856028794241,0.00459908018396321,"1D",511,678,91.2
"JAK3","mutation","SNV","SNV_cluster_0017","Sequence-local hotspot also compact in structure",108,123,20,477,60.9480893301833,0.0001999600079984,0.0001999600079984,0.010997800439912,0.010997800439912,0.010997800439912,TRUE,NA,TRUE,TRUE,0.00719856028794241,0.00459908018396321,"1D;3D",511,988,90.6
"JAK3","mutation","SNV","SNV_cluster_0018","Nonlocal, 3D-specific hotspot",21,21,3,191,7.810231110537,0.388322335532893,0.0001999600079984,1,0.010997800439912,0.010997800439912,TRUE,NA,FALSE,TRUE,1,0.00459908018396321,"3D",657,848,93.3
"JAK3","mutation","SNV","SNV_cluster_0019","Nonlocal, 3D-specific hotspot",24,24,5,262,16.0597850546014,0.369526094781044,0.0001999600079984,1,0.010997800439912,0.010997800439912,TRUE,NA,FALSE,TRUE,1,0.00459908018396321,"3D",586,848,94.1
"JAK3","mutation","SNV","SNV_cluster_0020","Linear hotspot without independent 3D enrichment",23,23,5,64,36.4830139791109,0.0001999600079984,0.0423915216956609,0.010997800439912,0.736452709458108,0.010997800439912,TRUE,NA,TRUE,FALSE,0.00719856028794241,0.576484703059388,"1D",549,613,93.5
"JAK3","mutation","SNV","SNV_cluster_0021","Nonlocal, 3D-specific hotspot",25,25,6,262,30.7530215913819,0.342131573685263,0.000999800039992002,1,0.0405918816236753,0.0405918816236753,TRUE,NA,FALSE,TRUE,1,0.021995600879824,"3D",586,848,93.5
"JAK3","mutation","SNV","SNV_cluster_0022","Weak clustering evidence",10,10,3,17,27.3061203945196,0.00739852029594081,0.804039192161568,0.238152369526095,1,0.238152369526095,FALSE,NA,FALSE,FALSE,0.140171965606879,1,"1D",840,857,90.4
"JAK3","mutation","SNV","SNV_cluster_0023","Weak clustering evidence",18,18,7,87,27.3061203945196,0.0649870025994801,0.00919816036792642,0.868226354729054,0.28494301139772,0.28494301139772,FALSE,NA,FALSE,FALSE,0.682263547290542,0.193961207758448,"1D",819,906,91.2
"JAK3","mutation","SNV","SNV_cluster_0024","Weak clustering evidence",8,8,2,38,14.9352828898552,0.833633273345331,0.116376724655069,1,0.970805838832234,0.970805838832234,FALSE,NA,FALSE,FALSE,1,0.900619876024795,"3D",819,857,88.6
"JAK3","mutation","SNV","SNV_cluster_0025","Weak clustering evidence",5,5,2,52,7.13061708409588,1,0.128574285142971,1,0.978404319136173,0.978404319136173,FALSE,NA,FALSE,FALSE,1,0.91881623675265,"3D",906,958,90.7
"JAK3","mutation","SNV","SNV_cluster_0026","Weak clustering evidence",11,11,4,38,27.3061203945196,0.144771045790842,0.636872625474905,0.987602479504099,1,0.987602479504099,FALSE,NA,FALSE,FALSE,0.93121375724855,1,"1D",819,857,90.5
"JAK3","mutation","SNV","SNV_cluster_0027","Weak clustering evidence",21,22,10,169,39.5897765843658,0.325534893021396,0.216956608678264,1,0.998600279944011,0.998600279944011,FALSE,NA,FALSE,FALSE,0.999800039992002,0.986402719456109,"1D",819,988,90
"JAK3","mutation","SNV","SNV_cluster_0028","Weak clustering evidence",9,9,3,308,18.5962182445787,0.993001399720056,0.230953809238152,1,0.999200159968006,0.999200159968006,FALSE,NA,FALSE,FALSE,1,0.99000199960008,"3D",549,857,89.3
"JAK3","mutation","SNV","SNV_cluster_0029","Weak clustering evidence",3,3,1,0,0,0.233953209358128,0.233953209358128,0.999400119976005,0.999400119976005,0.999400119976005,FALSE,NA,FALSE,FALSE,0.992201559688062,0.991401719656069,"1D;3D",678,678,86.2
"JAK3","mutation","SNV","SNV_cluster_0030","Weak clustering evidence",3,3,1,0,0,0.233953209358128,0.233953209358128,0.999400119976005,0.999400119976005,0.999400119976005,FALSE,NA,FALSE,FALSE,0.992201559688062,0.991401719656069,"1D;3D",875,875,94.8
"JAK3","mutation","SNV","SNV_cluster_0031","Weak clustering evidence",3,3,1,0,0,0.233953209358128,0.233953209358128,0.999400119976005,0.999400119976005,0.999400119976005,FALSE,NA,FALSE,FALSE,0.992201559688062,0.991401719656069,"1D;3D",906,906,92.2
"JAK3","mutation","SNV","SNV_cluster_0032","Weak clustering evidence",2,2,1,0,0,0.999800039992002,0.999800039992002,1,1,1,FALSE,NA,FALSE,FALSE,1,1,"1D;3D",840,840,94.8
"JAK3","mutation","SNV","SNV_cluster_0033","Weak clustering evidence",2,2,1,0,0,0.999800039992002,0.999800039992002,1,1,1,FALSE,NA,FALSE,FALSE,1,1,"1D;3D",958,958,89.2
"JAK3","mutation","SNV","SNV_cluster_0034","Weak clustering evidence",4,4,2,11,6.18168957486544,0.999800039992002,0.509698060387922,1,1,1,FALSE,NA,FALSE,FALSE,1,1,"1D;3D",875,886,93.8
"JAK3","mutation","SNV","SNV_cluster_0035","Weak clustering evidence",3,3,2,8,8.43799016354013,1,1,1,1,1,FALSE,NA,FALSE,FALSE,1,1,"1D",840,848,92.5
"JAK3","mutation","SNV","SNV_cluster_0036","Weak clustering evidence",3,3,2,254,10.4994435090628,1,1,1,1,1,FALSE,NA,FALSE,FALSE,1,1,"3D",586,840,95.3
"JAK3","mutation","SNV","SNV_cluster_0037","Weak clustering evidence",5,5,3,65,14.7671206062658,1,0.993601279744051,1,1,1,FALSE,NA,FALSE,FALSE,1,1,"3D",875,940,94.6
"JAK3","mutation","SNV","SNV_cluster_0038","Weak clustering evidence",3,3,2,18,19.2273569686528,1,1,1,1,1,FALSE,NA,FALSE,FALSE,1,1,"1D",940,958,92.7
"JAK3","mutation","SNV","SNV_cluster_0039","Weak clustering evidence",7,7,3,31,19.7731106556353,0.900819836032793,0.917216556688662,1,1,1,FALSE,NA,FALSE,FALSE,1,1,"1D",875,906,93.3
"JAK3","mutation","SNV","SNV_cluster_0040","Weak clustering evidence",10,10,5,83,24.0178829208571,0.908618276344731,0.556488702259548,1,1,1,FALSE,NA,FALSE,FALSE,1,1,"3D",875,958,93.1
"JAK3","mutation","SNV","SNV_cluster_0041","Weak clustering evidence",11,11,6,113,28.2665330205174,0.908418316336733,0.699460107978404,1,1,1,FALSE,NA,FALSE,FALSE,1,1,"3D",875,988,90.5
"JAK3","mutation","SNV","SNV_cluster_0042","Weak clustering evidence",4,4,3,48,28.2665330205174,1,1,1,1,1,FALSE,NA,FALSE,FALSE,1,1,"1D",940,988,87.6
"JAK3","mutation","SNV","SNV_cluster_0043","Weak clustering evidence",19,20,9,439,37.682385235014,0.619876024795041,0.276544691061788,1,1,1,FALSE,NA,FALSE,FALSE,1,0.996800639872026,"3D",549,988,90.1
"JAK3","mutation","INDEL","INDEL_cluster_0001","Sequence-local hotspot also compact in structure",3,3,2,2,7.09107763319511,0.000599880023995201,0.0017996400719856,0.00379924015196961,0.0107978404319136,0.00379924015196961,TRUE,NA,TRUE,TRUE,0.000999800039992002,0.00599880023995201,"1D;3D",879,881,84.7
"JAK3","mutation","INDEL","INDEL_cluster_0002","Sequence-local hotspot also compact in structure",4,4,3,65,22.0788660261346,0.011997600479904,0.0101979604079184,0.0469906018796241,0.0377924415116977,0.0377924415116977,TRUE,NA,TRUE,TRUE,0.0287942411517696,0.0237952409518096,"1D;3D",816,881,86
"JAK3","mutation","INDEL","INDEL_cluster_0003","Linear hotspot without independent 3D enrichment",6,6,8,318,48.964552269984,0.010997800439912,0.0345930813837233,0.0407918416316737,0.140971805638872,0.0407918416316737,TRUE,NA,TRUE,FALSE,0.0231953609278144,0.0987802439512098,"1D;3D",563,881,86.5
"JAK3","mutation","INDEL","INDEL_cluster_0004","Weak clustering evidence",2,2,1,0,0,0.0323935212957408,0.0323935212957408,0.131773645270946,0.131773645270946,0.131773645270946,FALSE,NA,FALSE,FALSE,0.0891821635672865,0.0925814837032593,"1D;3D",879,879,83.7
"JAK3","mutation","INDEL","INDEL_cluster_0005","Weak clustering evidence",2,2,5,51,35.591022028034,0.810637872425515,0.999200159968006,0.999800039992002,1,0.999800039992002,FALSE,NA,FALSE,FALSE,0.996800639872026,1,"1D;3D",563,614,86.8
