"feature_id","protein","uniprot_accession","source","source_record_id","evidence_scope","evidence_code","publication_id_type","publication_id","pubmed_id","doi","title","journal","year","authors","publication_url"
"InterPro:IPR003531:1:3f11fc32","IL7R","P16871","InterPro","IPR003531","entry_literature","InterPro_entry_literature","PubMed","8552669","8552669","10.1073/pnas.93.1.497","Cloning and characterization of a binding subunit of the interleukin 13 receptor that is also a component of the interleukin 4 receptor.","Proc. Natl. Acad. Sci. U.S.A.","1996","Hilton DJ;Zhang JG;Metcalf D;Alexander WS;Nicola NA;Willson TA.","https://pubmed.ncbi.nlm.nih.gov/8552669/"
"InterPro:IPR003961:1:13c15e4e","IL7R","P16871","InterPro","IPR003961","entry_literature","InterPro_entry_literature","PubMed","1279805","1279805","","Structure of a fibronectin type III domain from tenascin phased by MAD analysis of the selenomethionyl protein.","Science","1992","Leahy DJ;Hendrickson WA;Aukhil I;Erickson HP.","https://pubmed.ncbi.nlm.nih.gov/1279805/"
"InterPro:IPR003961:1:13c15e4e","IL7R","P16871","InterPro","IPR003961","entry_literature","InterPro_entry_literature","PubMed","1409594","1409594","","Proposed acquisition of an animal protein domain by bacteria.","Proc. Natl. Acad. Sci. U.S.A.","1992","Bork P;Doolittle RF.","https://pubmed.ncbi.nlm.nih.gov/1409594/"
"InterPro:IPR003961:1:13c15e4e","IL7R","P16871","InterPro","IPR003961","entry_literature","InterPro_entry_literature","PubMed","8548820","8548820","10.1016/S0092-8674(00)81002-8","2.0 A crystal structure of a four-domain segment of human fibronectin encompassing the RGD loop and synergy region.","Cell","1996","Leahy DJ;Aukhil I;Erickson HP.","https://pubmed.ncbi.nlm.nih.gov/8548820/"
"InterPro:IPR003961:1:13c15e4e","IL7R","P16871","InterPro","IPR003961","entry_literature","InterPro_entry_literature","PubMed","6218503","6218503","10.1073/pnas.80.1.137","Partial primary structure of bovine plasma fibronectin: three types of internal homology.","Proc. Natl. Acad. Sci. U.S.A.","1983","Petersen TE;Thogersen HC;Skorstengaard K;Vibe-Pedersen K;Sahl P;Sottrup-Jensen L;Magnusson S.","https://pubmed.ncbi.nlm.nih.gov/6218503/"
"InterPro:IPR013783:1:24aac55a","IL7R","P16871","InterPro","IPR013783","entry_literature","InterPro_entry_literature","PubMed","7932691","7932691","","The immunoglobulin fold. Structural classification, sequence patterns and common core.","J. Mol. Biol.","1994","Bork P;Holm L;Sander C.","https://pubmed.ncbi.nlm.nih.gov/7932691/"
"InterPro:IPR013783:1:24aac55a","IL7R","P16871","InterPro","IPR013783","entry_literature","InterPro_entry_literature","PubMed","10436082","10436082","10.1093/protein/12.7.563","The immunoglobulin fold family: sequence analysis and 3D structure comparisons.","Protein Eng.","1999","Halaby DM;Poupon A;Mornon J.","https://pubmed.ncbi.nlm.nih.gov/10436082/"
"InterPro:IPR013783:1:24aac55a","IL7R","P16871","InterPro","IPR013783","entry_literature","InterPro_entry_literature","PubMed","15327963","15327963","10.1016/j.jmb.2004.06.072","Protein--protein recognition: juxtaposition of domain and interface cores in immunoglobulins and other sandwich-like proteins.","J. Mol. Biol.","2004","Potapov V;Sobolev V;Edelman M;Kister A;Gelfand I.","https://pubmed.ncbi.nlm.nih.gov/15327963/"
"InterPro:IPR013783:1:24aac55a","IL7R","P16871","InterPro","IPR013783","entry_literature","InterPro_entry_literature","PubMed","10698639","10698639","10.1006/jmbi.1999.3497","Immunoglobulin superfamily proteins in Caenorhabditis elegans.","J. Mol. Biol.","2000","Teichmann SA;Chothia C.","https://pubmed.ncbi.nlm.nih.gov/10698639/"
"InterPro:IPR013783:1:24aac55a","IL7R","P16871","InterPro","IPR013783","entry_literature","InterPro_entry_literature","PubMed","7994575","7994575","10.1016/S0969-2126(94)00076-X","Crystal structure of the extracellular region of the human cell adhesion molecule CD2 at 2.5 A resolution.","Structure","1994","Bodian DL;Jones EY;Harlos K;Stuart DI;Davis SJ.","https://pubmed.ncbi.nlm.nih.gov/7994575/"
"InterPro:IPR036116:1:5e73ec0c","IL7R","P16871","InterPro","IPR036116","entry_literature","InterPro_entry_literature","PubMed","1279805","1279805","","Structure of a fibronectin type III domain from tenascin phased by MAD analysis of the selenomethionyl protein.","Science","1992","Leahy DJ;Hendrickson WA;Aukhil I;Erickson HP.","https://pubmed.ncbi.nlm.nih.gov/1279805/"
"InterPro:IPR036116:1:5e73ec0c","IL7R","P16871","InterPro","IPR036116","entry_literature","InterPro_entry_literature","PubMed","1409594","1409594","","Proposed acquisition of an animal protein domain by bacteria.","Proc. Natl. Acad. Sci. U.S.A.","1992","Bork P;Doolittle RF.","https://pubmed.ncbi.nlm.nih.gov/1409594/"
"InterPro:IPR036116:1:5e73ec0c","IL7R","P16871","InterPro","IPR036116","entry_literature","InterPro_entry_literature","PubMed","6218503","6218503","10.1073/pnas.80.1.137","Partial primary structure of bovine plasma fibronectin: three types of internal homology.","Proc. Natl. Acad. Sci. U.S.A.","1983","Petersen TE;Thogersen HC;Skorstengaard K;Vibe-Pedersen K;Sahl P;Sottrup-Jensen L;Magnusson S.","https://pubmed.ncbi.nlm.nih.gov/6218503/"
"InterPro:IPR036116:1:5e73ec0c","IL7R","P16871","InterPro","IPR036116","entry_literature","InterPro_entry_literature","PubMed","8548820","8548820","10.1016/S0092-8674(00)81002-8","2.0 A crystal structure of a four-domain segment of human fibronectin encompassing the RGD loop and synergy region.","Cell","1996","Leahy DJ;Aukhil I;Erickson HP.","https://pubmed.ncbi.nlm.nih.gov/8548820/"
"InterPro:IPR040997:1:0f1d3a1b","IL7R","P16871","InterPro","IPR040997","entry_literature","InterPro_entry_literature","PubMed","19141282","19141282","10.1016/j.str.2008.10.019","Structural and biophysical studies of the human IL-7/IL-7Ralpha complex.","Structure","2009","McElroy CA;Dohm JA;Walsh ST.","https://pubmed.ncbi.nlm.nih.gov/19141282/"
