"protein","cluster_id","candidate_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","n_subjects","n_events","n_residues","residues","p_1d_joint","p_3d_joint","p_any_joint","n_annotation_features","n_annotated_cluster_residues","annotated_cluster_residues","n_unannotated_cluster_residues","unannotated_cluster_residues","annotation_sources","feature_categories","annotation_classes","feature_subcategories","domain_features","motif_features","site_features","ptm_features","interaction_features","disorder_features"
"IL7R","SNV_cluster_0011","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,4,4,2,"253;254",0.776444711057788,0.591681663667267,0.591681663667267,1,2,"253;254",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","SNV_cluster_0012","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,3,3,1,"254",0.958608278344331,0.958608278344331,0.958608278344331,1,1,"254",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","SNV_cluster_0013","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,3,3,1,"95",0.958608278344331,0.958608278344331,0.958608278344331,2,1,"95",0,"","InterPro;UniProtKB","domain;functional_region","domain;functional_region","protein_domain;topological_domain","IL-7Ralpha, fibronectin type III domain","","","","",""
"IL7R","SNV_cluster_0014","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,5,5,3,"249;253;254",0.992801439712058,0.973005398920216,0.973005398920216,2,3,"249;253;254",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","SNV_cluster_0015","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,2,2,1,"244",1,1,1,1,1,"244",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","SNV_cluster_0016","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,2,2,1,"246",1,1,1,1,1,"246",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","SNV_cluster_0017","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,2,2,1,"78",1,1,1,6,1,"78",0,"","InterPro;PDBe-KB/SIFTS;UniProtKB","domain;functional_region;interaction_interface;ptm","domain;functional_region;interaction;modification","disulfide_bond;protein_domain;protein_protein_interface;protein_self_interface;topological_domain","IL-7Ralpha, fibronectin type III domain","","","Disulfide bond","Interface with Interleukin-7;Interface with Interleukin-7 receptor subunit alpha;Interface with Thymic stromal lymphopoietin",""
"IL7R","SNV_cluster_0018","","3D","Weak clustering evidence",FALSE,FALSE,FALSE,3,3,2,"245;246",1,1,1,2,2,"245;246",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","SNV_cluster_0019","","1D","Weak clustering evidence",FALSE,FALSE,FALSE,3,3,2,"244;245",1,1,1,2,2,"244;245",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","SNV_cluster_0020","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,5,5,2,"78;95",1,1,1,6,2,"78;95",0,"","InterPro;PDBe-KB/SIFTS;UniProtKB","domain;functional_region;interaction_interface;ptm","domain;functional_region;interaction;modification","disulfide_bond;protein_domain;protein_protein_interface;protein_self_interface;topological_domain","IL-7Ralpha, fibronectin type III domain","","","Disulfide bond","Interface with Interleukin-7;Interface with Interleukin-7 receptor subunit alpha;Interface with Thymic stromal lymphopoietin",""
"IL7R","SNV_cluster_0021","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,6,6,3,"78;95;115",1,1,1,8,3,"78;95;115",0,"","InterPro;PDBe-KB/SIFTS;UniProtKB","domain;functional_region;interaction_interface;ptm","domain;functional_region;interaction;modification","disulfide_bond;macromolecular_interface;protein_domain;protein_protein_interface;protein_self_interface;topological_domain","IL-7Ralpha, fibronectin type III domain","","","Disulfide bond","Interface with Anti-IL-7R 2B8 Fab heavy chain;Interface with Interleukin-7;Interface with Interleukin-7 receptor subunit alpha;Interface with Thymic stromal lymphopoietin",""
"IL7R","SNV_cluster_0022","","3D","Weak clustering evidence",FALSE,FALSE,FALSE,7,7,4,"78;95;115;211",1,1,1,14,4,"78;95;115;211",0,"","InterPro;PDBe-KB/SIFTS;UniProtKB","conserved_site;domain;functional_region;interaction_interface;ptm","domain;functional_region;interaction;modification;site","conserved_site;disulfide_bond;homologous_superfamily;macromolecular_interface;protein_domain;protein_protein_interface;protein_self_interface;topological_domain","Fibronectin type III;Fibronectin type III superfamily;Fibronectin type-III;IL-7Ralpha, fibronectin type III domain;Immunoglobulin-like fold","","Short hematopoietin receptor, family 1, conserved site","Disulfide bond","Interface with Anti-IL-7R 2B8 Fab heavy chain;Interface with Interleukin-7;Interface with Interleukin-7 receptor subunit alpha;Interface with Other;Interface with Thymic stromal lymphopoietin",""
"IL7R","INDEL_cluster_0001","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,7,7,1,"241",0.00559888022395521,0.00559888022395521,0.00559888022395521,1,1,"241",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0002","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,33,35,1,"242",0.00559888022395521,0.00559888022395521,0.00559888022395521,2,1,"242",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0003","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,20,20,1,"243",0.00559888022395521,0.00559888022395521,0.00559888022395521,1,1,"243",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0004","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,13,13,1,"244",0.00559888022395521,0.00559888022395521,0.00559888022395521,1,1,"244",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0005","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,9,9,1,"253",0.00559888022395521,0.00559888022395521,0.00559888022395521,1,1,"253",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0006","","3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,12,13,2,"253;254",0.00559888022395521,0.00559888022395521,0.00559888022395521,1,2,"253;254",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0007","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,30,32,2,"243;244",0.00559888022395521,0.00559888022395521,0.00559888022395521,1,2,"243;244",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0008","","1D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,14,14,2,"252;253",0.00559888022395521,0.00559888022395521,0.00559888022395521,1,2,"252;253",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0009","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,39,42,2,"241;242",0.00559888022395521,0.00559888022395521,0.00559888022395521,2,2,"241;242",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0010","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,18,21,4,"252;253;254;255",0.00559888022395521,0.00559888022395521,0.00559888022395521,1,4,"252;253;254;255",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0011","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,62,73,4,"241;242;243;244",0.00559888022395521,0.00559888022395521,0.00559888022395521,2,4,"241;242;243;244",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0012","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,69,86,10,"241;242;243;244;245;246;247;248;249;250",0.00559888022395521,0.00559888022395521,0.00559888022395521,2,10,"241;242;243;244;245;246;247;248;249;250",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0013","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,87,107,14,"241;242;243;244;245;246;247;248;249;250;252;253;254;255",0.00559888022395521,0.00559888022395521,0.00559888022395521,2,14,"241;242;243;244;245;246;247;248;249;250;252;253;254;255",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0014","","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,89,109,16,"51;210;241;242;243;244;245;246;247;248;249;250;252;253;254;255",0.00559888022395521,0.00559888022395521,0.00559888022395521,11,16,"51;210;241;242;243;244;245;246;247;248;249;250;252;253;254;255",0,"","InterPro;PDBe-KB/SIFTS;UniProtKB","conserved_site;domain;functional_region;interaction_interface;ptm","domain;functional_region;interaction;modification;site","conserved_site;disulfide_bond;homologous_superfamily;protein_domain;protein_protein_interface;protein_self_interface;topological_domain;transmembrane_region","Fibronectin type III;Fibronectin type III superfamily;Fibronectin type-III;IL-7Ralpha, fibronectin type III domain;Immunoglobulin-like fold","","Short hematopoietin receptor, family 1, conserved site","Disulfide bond","Interface with Interleukin-7;Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0015","","1D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,88,108,15,"210;241;242;243;244;245;246;247;248;249;250;252;253;254;255",0.00559888022395521,0.0413917216556689,0.00559888022395521,8,15,"210;241;242;243;244;245;246;247;248;249;250;252;253;254;255",0,"","InterPro;PDBe-KB/SIFTS;UniProtKB","conserved_site;domain;functional_region;interaction_interface","domain;functional_region;interaction;site","conserved_site;homologous_superfamily;protein_domain;protein_self_interface;topological_domain;transmembrane_region","Fibronectin type III;Fibronectin type III superfamily;Fibronectin type-III;Immunoglobulin-like fold","","Short hematopoietin receptor, family 1, conserved site","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0016","","1D;3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,9,10,4,"245;246;247;248",0.231753649270146,0.026994601079784,0.026994601079784,2,4,"245;246;247;248",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0017","","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,8,8,2,"252;255",0.74005198960208,0.0413917216556689,0.0413917216556689,1,2,"252;255",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0018","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,11,13,6,"245;246;247;248;249;250",0.14877024595081,0.0573885222955409,0.0573885222955409,2,6,"245;246;247;248;249;250",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0019","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,5,5,1,"252",0.510097980403919,0.510097980403919,0.510097980403919,1,1,"252",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0020","","1D","Weak clustering evidence",FALSE,FALSE,FALSE,6,6,2,"245;246",0.794041191761648,0.734253149370126,0.734253149370126,2,2,"245;246",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0021","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,4,4,1,"254",0.999000199960008,0.999000199960008,0.999000199960008,1,1,"254",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0022","","3D","Weak clustering evidence",FALSE,FALSE,FALSE,5,6,2,"246;247",1,0.999200159968006,0.999200159968006,1,2,"246;247",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0023","","1D","Weak clustering evidence",FALSE,FALSE,FALSE,5,7,2,"254;255",1,0.999600079984003,0.999600079984003,1,2,"254;255",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0024","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,3,3,1,"245",1,1,1,2,1,"245",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0025","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,3,3,1,"246",1,1,1,1,1,"246",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0026","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,3,3,1,"247",1,1,1,1,1,"247",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0027","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,2,2,1,"249",1,1,1,2,1,"249",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0028","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,3,3,1,"255",1,1,1,1,1,"255",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0029","","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,3,3,2,"249;250",1,1,1,2,2,"249;250",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0030","","1D","Weak clustering evidence",FALSE,FALSE,FALSE,4,4,2,"247;248",1,1,1,1,2,"247;248",0,"","UniProtKB","functional_region","functional_region","transmembrane_region","","","","","",""
"IL7R","INDEL_cluster_0031","","3D","Weak clustering evidence",FALSE,FALSE,FALSE,4,4,2,"245;248",1,1,1,2,2,"245;248",0,"","PDBe-KB/SIFTS;UniProtKB","functional_region;interaction_interface","functional_region;interaction","protein_self_interface;transmembrane_region","","","","","Interface with Interleukin-7 receptor subunit alpha",""
"IL7R","INDEL_cluster_0032","","3D","Weak clustering evidence",FALSE,FALSE,FALSE,2,2,2,"51;210",1,1,1,9,2,"51;210",0,"","InterPro;PDBe-KB/SIFTS;UniProtKB","conserved_site;domain;functional_region;interaction_interface;ptm","domain;functional_region;interaction;modification;site","conserved_site;disulfide_bond;homologous_superfamily;protein_domain;protein_protein_interface;topological_domain","Fibronectin type III;Fibronectin type III superfamily;Fibronectin type-III;IL-7Ralpha, fibronectin type III domain;Immunoglobulin-like fold","","Short hematopoietin receptor, family 1, conserved site","Disulfide bond","Interface with Interleukin-7",""
